coreid,aec:associatedTaxa,dc:rights,dcterms:accessRights,dcterms:bibliographicCitation,dcterms:language,dcterms:license,dcterms:modified,dcterms:references,dcterms:rights,dcterms:rightsHolder,dcterms:source,dcterms:type,dwc:Identification,dwc:MeasurementOrFact,dwc:ResourceRelationship,dwc:VerbatimEventDate,dwc:acceptedNameUsage,dwc:acceptedNameUsageID,dwc:accessRights,dwc:associatedMedia,dwc:associatedOccurrences,dwc:associatedOrganisms,dwc:associatedReferences,dwc:associatedSequences,dwc:associatedTaxa,dwc:basisOfRecord,dwc:bed,dwc:behavior,dwc:catalogNumber,dwc:class,dwc:classs,dwc:collectionCode,dwc:collectionID,dwc:continent,dwc:coordinatePrecision,dwc:coordinateUncertaintyInMeters,dwc:country,dwc:countryCode,dwc:county,dwc:dataGeneralizations,dwc:datasetID,dwc:datasetName,dwc:dateIdentified,dwc:day,dwc:decimalLatitude,dwc:decimalLongitude,dwc:disposition,dwc:dynamicProperties,dwc:earliestAgeOrLowestStage,dwc:earliestEonOrLowestEonothem,dwc:earliestEpochOrLowestSeries,dwc:earliestEraOrLowestErathem,dwc:earliestPeriodOrLowestSystem,dwc:endDayOfYear,dwc:establishmentMeans,dwc:eventDate,dwc:eventID,dwc:eventRemarks,dwc:eventTime,dwc:family,dwc:fieldNotes,dwc:fieldNumber,dwc:footprintSRS,dwc:footprintSpatialFit,dwc:footprintWKT,dwc:formation,dwc:genus,dwc:geodeticDatum,dwc:geologicalContextID,dwc:georeferenceProtocol,dwc:georeferenceRemarks,dwc:georeferenceSources,dwc:georeferenceVerificationStatus,dwc:georeferencedBy,dwc:georeferencedDate,dwc:group,dwc:habitat,dwc:higherClassification,dwc:higherGeography,dwc:higherGeographyID,dwc:highestBiostratigraphicZone,dwc:identificationID,dwc:identificationQualifier,dwc:identificationReferences,dwc:identificationRemarks,dwc:identificationVerificationStatus,dwc:identifiedBy,dwc:individualCount,dwc:informationWithheld,dwc:infraspecificEpithet,dwc:institutionCode,dwc:institutionID,dwc:island,dwc:islandGroup,dwc:kingdom,dwc:language,dwc:latestAgeOrHighestStage,dwc:latestEonOrHighestEonothem,dwc:latestEpochOrHighestSeries,dwc:latestEraOrHighestErathem,dwc:latestPeriodOrHighestSystem,dwc:lifeStage,dwc:lithostratigraphicTerms,dwc:locality,dwc:locationAccordingTo,dwc:locationID,dwc:locationRemarks,dwc:lowestBiostratigraphicZone,dwc:materialSampleID,dwc:maximumDepthInMeters,dwc:maximumElevationInMeters,dwc:member,dwc:minimumDepthInMeters,dwc:minimumElevationInMeters,dwc:modified,dwc:month,dwc:municipality,dwc:nameAccordingTo,dwc:namePublishedIn,dwc:namePublishedInID,dwc:namePublishedInYear,dwc:nomenclaturalCode,dwc:nomenclaturalStatus,dwc:occurrenceDetails,dwc:occurrenceID,dwc:occurrenceRemarks,dwc:occurrenceStatus,dwc:order,dwc:organismID,dwc:organismName,dwc:organismQuantity,dwc:organismQuantityType,dwc:originalNameUsage,dwc:originalNameUsageID,dwc:otherCatalogNumbers,dwc:ownerInstitutionCode,dwc:parentNameUsage,dwc:phylum,dwc:pointRadiusSpatialFit,dwc:preparations,dwc:previousIdentifications,dwc:recordNumber,dwc:recordedBy,dwc:reproductiveCondition,dwc:rights,dwc:rightsHolder,dwc:sampleSizeValue,dwc:samplingEffort,dwc:samplingProtocol,dwc:scientificName,dwc:scientificNameAuthorship,dwc:scientificNameID,dwc:sex,dwc:specificEpithet,dwc:startDayOfYear,dwc:stateProvince,dwc:subgenus,dwc:taxonID,dwc:taxonRank,dwc:taxonRemarks,dwc:taxonomicStatus,dwc:typeStatus,dwc:verbatimCoordinateSystem,dwc:verbatimCoordinates,dwc:verbatimDepth,dwc:verbatimElevation,dwc:verbatimEventDate,dwc:verbatimLatitude,dwc:verbatimLocality,dwc:verbatimLongitude,dwc:verbatimSRS,dwc:verbatimTaxonRank,dwc:vernacularName,dwc:waterBody,dwc:year,gbif:Identifier,gbif:Reference,idigbio:recordId,symbiota:recordEnteredBy,symbiota:verbatimScientificName,zan:ChronometricDate
2bcbc6e3-8049-4816-bf61-3fed700197c0,,,,,,,,,,,,PhysicalObject,,,,,,,,,,,,,,PreservedSpecimen,,,200253,Amphibia,,Amphibians & Reptiles,,Africa,,,Botswana,,,,,NMNH Extant Biology,,21,,,,,,,,,,325,,,,,,Ptychadenidae,,,,,,,Ptychadena,,,,,,,,,,,"Animalia, Chordata, Vertebrata, Amphibia, Anura, Ptychadenidae","Africa, Botswana",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,,,Animalia,,,,,,,,,"Xugana, annual flood plain",,,,,,,,,,,,11,,,,,,,,,http://n2t.net/ark:/65665/3304b2481-c80b-4813-98e8-d7b4730ca963,,,Anura,,,,,,,,,,Chordata,,Ethanol,,,,,,,,,,Ptychadena subpunctata,,,,subpunctata,325,,,,,,,,,,,,21 Nov 1975,,,,,,,,1975,,,,,,
e7cb71a4-0b28-42d1-bbc0-5447c639b77f,,,,,en,CC0,2018-06-04 13:25:00.0,,,,,PhysicalObject,,,,,,,,,,,,,,PreservedSpecimen,,,160604,Amphibia,,HERP,,Africa,,,Namibia,,Katima Mulilo Dist.,,,,,17,-18.4333333333,23.6500000000,,,,,,,,,,,,,,Ranidae,,,,,,,Ptychadena,,,,,Collector's notes.,,,,,,Animalia; Chordata; Amphibia; Anura; Ranidae,Africa; Namibia; Caprivi Region; Katima Mulilo Dist.,,,,,,,,,,,,CAS,CAS,,,Animalia,,,,,,,,,"Nkasa Island [18 26 S, 23 39 E]",,,,,,,,,,,,2,,,,,,,,,urn:catalog:CAS:HERP:160604,,,Anura,,,,,,,,,,Chordata,,Alcohol,,,A. Channing,,,,,,,Ptychadena subpunctata,,,,subpunctata,,Caprivi Region,,,,,,,,,,,17 Feb 1986,,"Namibia: Caprivi Strip: Nkasa Island (18 26 S, 23 39 E)",,,,,,1986,,,,,,
45944308-5c02-4175-b6f4-a67d001c5a91,,,,,,,,,,,,,,,,,,,,,,,,,,PreservedSpecimen,,,28117,Amphibia,,Herpetology Collection,,,,,,,,,,,,1,,,,,,,,,,91,,1963/04/01,,,,Ranidae,,No Field Number,,,,,Ptychadena,,,,,,,,,,,,,,,,,,,,,,,,TM,,,,Animalia,,,,,,,,,"Thamalakane river, 8 km E of Maun",,,,,,,,,,,,4,,,,,,,,,urn:catalog:TM:Herpetology Collection:28117,,,Anura,,,,,,,,,,Chordata,,,,,,,,,,,,Ptychadena subpunctata,,,,subpunctata,91,,,,species,,,,,,,,,,,,,,,,1963,,,,,,
3bb68893-8908-4f9a-8066-9023e9a3beac,,,http://vertnet.org/resources/norms.html,,en,http://creativecommons.org/publicdomain/zero/1.0,2015-02-19,http://portal.vertnet.org/o/amnh/herpetology?id=a-73976,,,,PhysicalObject,,,,,,,,,,,,,,PreservedSpecimen,,,A-73976,Amphibia,,Herpetology,,Africa,,,Zambia,ZM,,,,,,,,,,,,,,,,,native,,,,,Ptychadenidae,,,,,,,Ptychadena,,,,,,,,,,,Animalia | Chordata | Amphibia | Anura | Ptychadenidae | Ptychadena,Africa | Zambia |  |  |  |  |  |,,,,,,,,,,locality,,AMNH,urn:lsid:biocol.org:col:34925,,,Animalia,,,,,,,,,,,,,,,,,,,,,,,,,,,ICZN,,,urn:catalog:AMNH:Herpetology:A-73976,,present,Anura,,,,,,,,,,Chordata,,fluid,,,,,,,,,,Ptychadena subpunctata,,,,subpunctata,,,,,species,,,,,,,,,,Africa | Zambia,,,,,,,,,,,,
d36524c8-f8f0-45a2-965e-a34805bd889b,,,,,en,CC0,2018-06-04 13:25:00.0,,,,,PhysicalObject,,,,,,,,,,,,,,PreservedSpecimen,,,196734,Amphibia,,HERP,,Africa,,,Zambia,,,,,,1994-12-16,8,-11.3599833333,24.2696166667,,,,,,,,,,,,,,Ranidae,,,,,,,Ptychadena,,,,,Collector's notes.,,,,,,Animalia; Chordata; Amphibia; Anura; Ranidae,Africa; Zambia; North Western Prov.,,,,,,,,R.C. Drewes,,,,CAS,CAS,,,Animalia,,,,,,,Adult,,"Sakeji River, Nyambela Dambo, 11 21.599 S, 24 16.177 E",,,,,,,,,,1371.6027432055,,12,,,,,,,,,urn:catalog:CAS:HERP:196734,,,Anura,,,,,,,,,,Chordata,,Alcohol,,JVV-2876,"R.C. Drewes, A. Channing and J.V. Vindum",,,,,,,Ptychadena subpunctata,,,M,subpunctata,,North Western Prov.,,,,,,,,,,ca 4500 ft,8 Dec 1994,,"Zambia: North Western Prov.: Sakeji River, Nyambela Dambo, 11 21.599 S, 24 16.177 E, ca 4500 ft",,,,,,1994,,,,,,
4507b407-7ec1-4f30-8b75-6d6ef45e6d44,,,,,en,CC0,2018-06-04 13:25:00.0,,,,,PhysicalObject,,,,,,,,,,,,,,PreservedSpecimen,,,160616,Amphibia,,HERP,,Africa,,,Namibia,,Katima Mulilo Dist.,,,,,17,-18.4333333333,23.6500000000,,,,,,,,,,,,,,Ranidae,,,,,,,Ptychadena,,,,,Collector's notes.,,,,,,Animalia; Chordata; Amphibia; Anura; Ranidae,Africa; Namibia; Caprivi Region; Katima Mulilo Dist.,,,,,,,,,,,,CAS,CAS,,,Animalia,,,,,,,,,"Nkasa Island [18 26 S, 23 39 E]",,,,,,,,,,,,2,,,,,,,,,urn:catalog:CAS:HERP:160616,,,Anura,,,,,,,,,,Chordata,,Alcohol,,,A. Channing,,,,,,,Ptychadena subpunctata,,,,subpunctata,,Caprivi Region,,,,,,,,,,,17 Feb 1986,,"Namibia: Caprivi Strip: Nkasa Island (18 26 S, 23 39 E)",,,,,,1986,,,,,,
bbf95908-65ba-4dd5-bea0-f4900f6c1bbf,,,,,en,CC0,2018-06-04 13:25:00.0,,,,,PhysicalObject,,,,,,,,,,,,,,PreservedSpecimen,,,160610,Amphibia,,HERP,,Africa,,,Namibia,,Katima Mulilo Dist.,,,,,17,-18.4333333333,23.6500000000,,,,,,,,,,,,,,Ranidae,,,,,,,Ptychadena,,,,,Collector's notes.,,,,,,Animalia; Chordata; Amphibia; Anura; Ranidae,Africa; Namibia; Caprivi Region; Katima Mulilo Dist.,,,,,,,,,,,,CAS,CAS,,,Animalia,,,,,,,,,"Nkasa Island [18 26 S, 23 39 E]",,,,,,,,,,,,2,,,,,,,,,urn:catalog:CAS:HERP:160610,,,Anura,,,,,,,,,,Chordata,,Alcohol,,,A. Channing,,,,,,,Ptychadena subpunctata,,,,subpunctata,,Caprivi Region,,,,,,,,,,,17 Feb 1986,,"Namibia: Caprivi Strip: Nkasa Island (18 26 S, 23 39 E)",,,,,,1986,,,,,,
64e14003-1349-4741-b805-0eb88eb91b4a,,,http://vertnet.org/resources/norms.html,,en,http://creativecommons.org/publicdomain/zero/1.0,2015-02-19,http://portal.vertnet.org/o/amnh/herpetology?id=a-73972,,,,PhysicalObject,,,,,,,,,,,,,,PreservedSpecimen,,,A-73972,Amphibia,,Herpetology,,Africa,,,Zambia,ZM,,,,,,,,,,,,,,,,,native,,,,,Ptychadenidae,,,,,,,Ptychadena,,,,,,,,,,,Animalia | Chordata | Amphibia | Anura | Ptychadenidae | Ptychadena,Africa | Zambia |  |  |  |  |  |,,,,,,,,,,locality,,AMNH,urn:lsid:biocol.org:col:34925,,,Animalia,,,,,,,,,,,,,,,,,,,,,,,,,,,ICZN,,,urn:catalog:AMNH:Herpetology:A-73972,,present,Anura,,,,,,,,,,Chordata,,fluid,,,,,,,,,,Ptychadena subpunctata,,,,subpunctata,,,,,species,,,,,,,,,,Africa | Zambia,,,,,,,,,,,,
69632e37-0a91-449c-b2d1-6c0ada85be63,,,,,,,,,,,,,,,,,,,,,,,,,,PreservedSpecimen,,,46344,Amphibia,,Herpetology Collection,,,,,,,,,,,,16,,,,,,,,,,197,,1974/07/16,,,,Ranidae,,No Field Number,,,,,Ptychadena,,,,,,,,,,,,,,,,,,,,,,,,TM,,,,Animalia,,,,,,,,,Lake Liambezi,,,,,,,,,,,,7,,,,,,,,,urn:catalog:TM:Herpetology Collection:46344,,,Anura,,,,,,,,,,Chordata,,,,,,,,,,,,Ptychadena subpunctata,,,,subpunctata,197,,,,species,,,,,,,,,,,,,,,,1974,,,,,,
c44a3713-0e0f-478d-9465-1f582971e875,,,http://fieldmuseum.org/about/copyright-information,,en,https://creativecommons.org/publicdomain/zero/1.0/,2015-11-24T15:13:57.000CMT,,,The Field Museum of Natural History,,PhysicalObject,,,,,,,,,,,,,,PreservedSpecimen,,,134279,Amphibia,,Amphibians and Reptiles,http://grbio.org/cool/05pf-h6mh,Africa,,,Zambia,,,,herps-30-jan-2017,,,30,,,,,,,,,,30,,,,,,Ranidae,,13,,,,,Ptychadena,,,,,,,,,,,Animalia Chordata Amphibia Anura Ranidae,,,,,,,,,,,,,FMNH,http://biocol.org/urn:lsid:biocol.org:col:34795,,,Animalia,,,,,,,,,,,,,,,,,,,,,11,,,,,,ICZN,,,7395418d-09fd-4709-8e7f-f7525b22372c,,,Anura,1961835,,,,,,,FMNH,,Chordata,,,,,R. G. Japp,,,,,,,Ptychadena subpunctata,,,,subpunctata,30,,,,,,,,,,,,,,,,,,,,1961,,,,,,
c6308aca-ba9f-493b-8063-b5b0b7526bfc,,,http://fieldmuseum.org/about/copyright-information,,en,https://creativecommons.org/publicdomain/zero/1.0/,2015-11-24T15:14:03.000CMT,,,The Field Museum of Natural History,,PhysicalObject,,,,,,,,,,,,,,PreservedSpecimen,,,142911,Amphibia,,Amphibians and Reptiles,http://grbio.org/cool/05pf-h6mh,Africa,,,Zambia,,,,herps-30-jan-2017,,,,,,,,,,,,,,,,,,,Ranidae,,2162,,,,,Ptychadena,,,,,,,,,,,Animalia Chordata Amphibia Anura Ranidae,,,,,,,,,,,,,FMNH,http://biocol.org/urn:lsid:biocol.org:col:34795,,,Animalia,,,,,,,,,,,,,,,,,,,,,,,,,,,ICZN,,,d39de20a-6730-47b3-b4a0-9b7031002f2e,,,Anura,1970673,,,,,,,FMNH,,Chordata,,,,,R. G. Japp,,,,,,,Ptychadena subpunctata,,,,subpunctata,,,,,,,,,,,,,,,,,,,,,,,,,,,
a7b54c6d-9651-4082-8900-a6753a0d4b59,,,http://fieldmuseum.org/about/copyright-information,,en,https://creativecommons.org/publicdomain/zero/1.0/,2015-11-24T15:14:03.000CMT,,,The Field Museum of Natural History,,PhysicalObject,,,,,,,,,,,,,,PreservedSpecimen,,,142915,Amphibia,,Amphibians and Reptiles,http://grbio.org/cool/05pf-h6mh,Africa,,,Zambia,,,,herps-30-jan-2017,,,07,,,,,,,,,,07,,,,,,Ranidae,,2094,,,,,Ptychadena,,,,,,,,,,,Animalia Chordata Amphibia Anura Ranidae,,,,,,,,,,,,,FMNH,http://biocol.org/urn:lsid:biocol.org:col:34795,,,Animalia,,,,,,,,,,,,,,,,,,,,,03,,,,,,ICZN,,,2e557852-6d7c-457e-b3ac-b0ba8d36f46a,,,Anura,1970677,,,,,,,FMNH,,Chordata,,,,,R. G. Japp,,,,,,,Ptychadena subpunctata,,,,subpunctata,07,,,,,,,,,,,,,,,,,,,,1963,,,,,,
fc760e62-21d4-430a-abc3-e5071d4601dd,,,http://fieldmuseum.org/about/copyright-information,,en,https://creativecommons.org/publicdomain/zero/1.0/,2015-11-24T15:14:03.000CMT,,,The Field Museum of Natural History,,PhysicalObject,,,,,,,,,,,,,,PreservedSpecimen,,,142925,Amphibia,,Amphibians and Reptiles,http://grbio.org/cool/05pf-h6mh,Africa,,,Zambia,,,,herps-30-jan-2017,,,,,,,,,,,,,,,,,,,Ranidae,,2291,,,,,Ptychadena,,,,,,,,,,,Animalia Chordata Amphibia Anura Ranidae,,,,,,,,,,,,,FMNH,http://biocol.org/urn:lsid:biocol.org:col:34795,,,Animalia,,,,,,,,,,,,,,,,,,,,,,,,,,,ICZN,,,c81c9628-7dde-4a2a-8747-d5c1f682cba8,,,Anura,1970687,,,,,,,FMNH,,Chordata,,,,,R. G. Japp,,,,,,,Ptychadena subpunctata,,,,subpunctata,,,,,,,,,,,,,,,,,,,,,,,,,,,
987a724f-62ac-4c6c-a1d6-01accfc4135f,,,,,,,,,,,,PhysicalObject,,,,,,,,,,,,,,PreservedSpecimen,,,26385,Amphibia,,Amphibians & Reptiles,,Africa,,,Angola,,,,,NMNH Extant Biology,,,,,,,,,,,,,,,,,,Ptychadenidae,,,,,,,Ptychadena,,,,,,,,,,,"Animalia, Chordata, Vertebrata, Amphibia, Anura, Ptychadenidae","Africa, Angola",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,,,Animalia,,,,,,,,,"Benguela, 300 miles inland from",,,,,,,,,,,,,,,,,,,,,http://n2t.net/ark:/65665/326fdca89-c184-4815-bbf3-77a9ea696bc3,,,Anura,,,,,,,,,,Chordata,,Ethanol,,,,,,,,,,Ptychadena subpunctata,,,,subpunctata,,,,,,,,,,,,,-- --- ----,,,,,,,,,,,,,,
